Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"GOLDEN OCEAN GROUP";BMG396372051;GOGL;"Oslo Børs";NOK;79,50;79,50;75,50;77,40;"21/05/2025 16:25";CET;452577;'34810919,60;77,40;21/05/2025
GOODTECH;NO0004913609;GOD;"Oslo Børs";NOK;9,40;9,40;9,24;9,24;"21/05/2025 15:50";CET;861;8067,64;9,24;21/05/2025
"GRIEG SEAFOOD";NO0010365521;GSF;"Oslo Børs";NOK;71,70;73,55;71,20;73,20;"21/05/2025 16:25";CET;230875;'16726925,35;73,20;21/05/2025
GYLDENDAL;NO0004288200;GYL;"Oslo Børs";NOK;428,00;428,00;428,00;428,00;"11/04/2025 11:50";CET;4;1712,00;428,00;21/05/2025
"HAFNIA LIMITED";SGXZ53070850;HAFNI;"Oslo Børs";NOK;55,60;56,00;54,38;54,88;"21/05/2025 16:31";CET;369583;'20290568,90;54,88;21/05/2025
"HAUGESUND SPB";NO0010764053;HGSB;"Oslo Børs";NOK;168,00;168,00;168,00;168,00;"21/05/2025 09:00";CET;8;1344,00;168,00;21/05/2025
"HAVILA SHIPPING";NO0010257728;HAVI;"Oslo Børs";NOK;1,50;1,565;1,45;1,495;"21/05/2025 16:27";CET;186807;'283619,10;1,495;21/05/2025
"HERMANA HOLDING";NO0013401380;HERMA;"Oslo Børs";NOK;9,80;10,35;9,80;10,35;"21/05/2025 15:42";CET;5895;58113,95;10,35;21/05/2025
"HEXAGON COMPOSITES";NO0003067902;HEX;"Oslo Børs";NOK;17,66;17,80;17,34;17,64;"21/05/2025 16:27";CET;1326811;'23369377,20;17,64;21/05/2025
"HEXAGON PURUS";NO0010904923;HPUR;"Oslo Børs";NOK;1,45;1,50;1,438;1,474;"21/05/2025 16:25";CET;281139;'417864,36;1,474;21/05/2025
"HOFSETH BIOCARE";NO0010598683;HBC;"Oslo Børs";NOK;2,40;2,47;2,20;2,29;"21/05/2025 16:25";CET;30138;67945,42;2,29;21/05/2025
HYDROGENPRO;NO0010892359;HYPRO;"Oslo Børs";NOK;3,80;3,80;3,53;3,70;"21/05/2025 16:25";CET;77297;'281652,59;3,70;21/05/2025
"HÖEGH AUTOLINERS";NO0011082075;HAUTO;"Oslo Børs";NOK;89,55;89,85;87,55;88,85;"21/05/2025 16:29";CET;412513;'36546962,55;88,85;21/05/2025
"HØLAND OG SETSKOG";NO0010012636;HSPG;"Oslo Børs";NOK;170,50;172,00;170,50;172,00;"20/05/2025 16:15";CET;34;5810,34;172,00;21/05/2025
"IDEX BIOMETRICS";NO0013107490;IDEX;"Oslo Børs";NOK;'0,0866;'0,0866;'0,06;'0,0637;"21/05/2025 16:25";CET;'44588657;'2956672,40;'0,0637;21/05/2025
"INTEGRATED WIND SO";NO0013461350;IWS;"Oslo Børs";NOK;42,00;44,00;41,995;44,00;"21/05/2025 16:25";CET;8472;'358827,74;44,00;21/05/2025
"INTEROIL EXPL PROD";NO0013119255;IOX;"Oslo Børs";NOK;1,602;1,848;1,602;1,848;"21/05/2025 16:25";CET;1819;3319,32;1,848;21/05/2025
ITERA;NO0010001118;ITERA;"Oslo Børs";NOK;9,60;9,60;9,60;9,60;"21/05/2025 13:56";CET;146;1401,60;9,60;21/05/2025
"JINHUI SHIPP TRANS";BMG5137R1088;JIN;"Oslo Børs";NOK;5,68;5,68;5,44;5,66;"21/05/2025 16:07";CET;22154;'124119,88;5,66;21/05/2025
"JÆREN SPAREBANK";NO0010359433;JAREN;"Oslo Børs";NOK;358,00;358,00;358,00;358,00;"21/05/2025 16:10";CET;90;32220,00;358,00;21/05/2025
KID;NO0010743545;KID;"Oslo Børs";NOK;149,20;149,80;147,60;149,80;"21/05/2025 16:25";CET;58705;'8744306,40;149,80;21/05/2025
KITRON;NO0003079709;KIT;"Oslo Børs";NOK;55,00;56,30;55,00;56,30;"21/05/2025 16:25";CET;418432;'23470246,50;56,30;21/05/2025
"KLAVENESS COMBINAT";NO0010833262;KCC;"Oslo Børs";NOK;64,10;64,10;63,50;64,10;"21/05/2025 16:25";CET;16216;'1033748,10;64,10;21/05/2025
"KMC PROPERTIES";NO0010360175;KMCP;"Oslo Børs";NOK;'0,068;'0,068;'0,063;'0,0632;"21/05/2025 16:27";CET;2820879;'182556,49;'0,0632;21/05/2025
KOMPLETT;NO0011016040;KOMPL;"Oslo Børs";NOK;12,45;12,45;11,35;11,70;"21/05/2025 16:25";CET;20546;'238575,60;11,70;21/05/2025
"KONGSBERG AUTOMOT";NO0003033102;KOA;"Oslo Børs";NOK;1,572;1,634;1,572;1,634;"21/05/2025 16:27";CET;2337732;'3776561,90;1,634;21/05/2025
"KONGSBERG GRUPPEN";NO0003043309;KOG;"Oslo Børs";NOK;1696,00;1747,50;1696,00;1743,00;"21/05/2025 16:29";CET;273229;'473633883,75;1743,00;21/05/2025
"LERØY SEAFOOD GP";NO0003096208;LSG;"Oslo Børs";NOK;47,60;48,28;47,42;48,16;"21/05/2025 16:32";CET;568025;'27301378,00;48,16;21/05/2025
LIFECARE;NO0013355859;LIFE;"Oslo Børs";NOK;9,68;9,68;8,90;9,00;"21/05/2025 16:16";CET;26887;'244461,50;9,00;21/05/2025
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo Børs";NOK;25,95;25,95;25,30;25,40;"21/05/2025 16:25";CET;274515;'6996766,28;25,40;21/05/2025
MAGNORA;NO0010187032;MGN;"Oslo Børs";NOK;23,25;23,60;22,95;23,10;"21/05/2025 16:25";CET;246426;'5701714,20;23,10;21/05/2025
MEDISTIM;NO0010159684;MEDI;"Oslo Børs";NOK;213,00;213,00;206,00;213,00;"21/05/2025 16:25";CET;2738;'575047,00;213,00;21/05/2025
"MELHUS SPAREBANK";NO0006001908;MELG;"Oslo Børs";NOK;173,00;173,00;173,00;173,00;"20/05/2025 16:14";CET;17;2941,00;173,00;21/05/2025
"MORROW BANK";NO0010694029;MOBA;"Oslo Børs";NOK;12,25;12,25;12,10;12,20;"21/05/2025 16:25";CET;260962;'3175342,25;12,20;21/05/2025
MOWI;NO0003054108;MOWI;"Oslo Børs";NOK;191,00;196,50;191,00;194,90;"21/05/2025 16:33";CET;1171117;'227946315,10;194,90;21/05/2025
"MPC CONTAINER SHIP";NO0010791353;MPCC;"Oslo Børs";NOK;17,345;17,345;16,83;17,14;"21/05/2025 16:30";CET;5147850;'88094949,14;17,14;21/05/2025
MULTICONSULT;NO0010734338;MULTI;"Oslo Børs";NOK;189,00;192,00;188,50;191,00;"21/05/2025 16:25";CET;63467;'12030193,00;191,00;21/05/2025
NAPATECH;DK0060520450;NAPA;"Oslo Børs";NOK;19,00;20,00;19,00;19,74;"21/05/2025 15:36";CET;22530;'439301,44;19,74;21/05/2025
NAVAMEDIC;NO0010205966;NAVA;"Oslo Børs";NOK;22,00;22,00;21,50;21,50;"21/05/2025 12:55";CET;535;11664,00;21,50;21/05/2025
NEKKAR;NO0003049405;NKR;"Oslo Børs";NOK;10,50;10,50;10,20;10,30;"21/05/2025 16:04";CET;13019;'134424,45;10,30;21/05/2025
NEL;NO0010081235;NEL;"Oslo Børs";NOK;2,50;2,77;2,48;2,638;"21/05/2025 16:26";CET;8392374;'22148389,27;2,638;21/05/2025
"NEXT BIOMETRICS GP";NO0010629108;NEXT;"Oslo Børs";NOK;5,10;5,14;5,00;5,02;"21/05/2025 16:28";CET;44188;'222457,58;5,02;21/05/2025
NORBIT;NO0010856511;NORBT;"Oslo Børs";NOK;185,80;195,20;185,80;195,20;"21/05/2025 16:25";CET;380953;'72871315,60;195,20;21/05/2025
NORCONSULT;NO0013052209;NORCO;"Oslo Børs";NOK;46,85;47,00;46,25;46,75;"21/05/2025 16:35";CET;205547;'9592324,30;46,75;21/05/2025
"NORDIC MINING";NO0013162693;NOM;"Oslo Børs";NOK;20,50;21,25;20,50;20,95;"21/05/2025 16:25";CET;277030;'5747939,25;20,95;21/05/2025
"NORDIC SEMICONDUC";NO0003055501;NOD;"Oslo Børs";NOK;120,60;122,20;119,90;121,30;"21/05/2025 16:34";CET;285870;'34642354,60;121,30;21/05/2025
"NORSK HYDRO";NO0005052605;NHY;"Oslo Børs";NOK;57,54;57,66;56,72;57,36;"21/05/2025 16:34";CET;2100927;'120352051,56;57,36;21/05/2025
"NORSKE SKOG";NO0010861115;NSKOG;"Oslo Børs";NOK;22,75;24,85;22,55;24,30;"21/05/2025 16:25";CET;553697;'13330404,95;24,30;21/05/2025
"NORTHERN OCEAN LTD";BMG6682J1036;NOL;"Oslo Børs";NOK;5,71;5,99;5,71;5,98;"21/05/2025 16:12";CET;66637;'387104,02;5,98;21/05/2025
"NORWEGIAN AIR SHUT";NO0010196140;NAS;"Oslo Børs";NOK;14,17;14,185;13,86;14,04;"21/05/2025 16:29";CET;7213238;'100845383,98;14,04;21/05/2025
"NRC GROUP";NO0003679102;NRC;"Oslo Børs";NOK;4,92;4,95;4,845;4,875;"21/05/2025 16:25";CET;310870;'1526434,83;4,875;21/05/2025
"NYKODE THERAPEUTIC";NO0010714785;NYKD;"Oslo Børs";NOK;2,746;2,77;2,682;2,724;"21/05/2025 16:25";CET;429647;'1172039,04;2,724;21/05/2025
"ODFJELL DRILLING";BMG671801022;ODL;"Oslo Børs";NOK;62,60;62,90;61,40;62,30;"21/05/2025 16:35";CET;220456;'13709157,00;62,30;21/05/2025
"ODFJELL SER. A";NO0003399909;ODF;"Oslo Børs";NOK;107,00;107,00;103,00;104,00;"21/05/2025 16:25";CET;37004;'3840058,00;104,00;21/05/2025
"ODFJELL SER. B";NO0003399917;ODFB;"Oslo Børs";NOK;103,20;103,20;101,40;102,40;"21/05/2025 16:31";CET;760920;'78366027,40;102,40;21/05/2025
"ODFJELL TECHNOLOGY";BMG6716L1081;OTL;"Oslo Børs";NOK;49,80;50,30;48,80;49,50;"21/05/2025 16:25";CET;68773;'3423432,70;49,50;21/05/2025
OKEA;NO0010816895;OKEA;"Oslo Børs";NOK;17,30;17,44;17,06;17,18;"21/05/2025 16:25";CET;176625;'3048643,30;17,18;21/05/2025
